journal_name,journal_website,journal_scope,journal_article_types,COPE (T = member; F = not a member),"eligible (T = publishes empirical, F = no empirical)",primary_coder,secondary_coder,...9,preserve_journal_scope,preserve_article_types,additional_notes,...13,ISSN,eISSN,Total Citations,2021 JIF,JIF Quartile,2021 JCI,Category,WOS_first_psych_category
INSTRUCTIONAL SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0020-4277,1573-1952,2859,2.255,Q3,1.26,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF EMPLOYMENT COUNSELING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0787,2161-1920,457,2.238,Q3,0.44,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
JOURNAL OF EARLY ADOLESCENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0272-4316,1552-5449,3104,2.229,Q3,0.84,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-5002,1938-3711,3700,2.215,Q3,0.62,"PSYCHOLOGY, BIOLOGICAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, BIOLOGICAL"
PERCEPTUAL AND MOTOR SKILLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0031-5125,1558-688X,7956,2.212,Q3,0.49,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
DREAMING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053-0797,1573-3351,601,2.212,Q3,0.5,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
CHILD & YOUTH CARE FORUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053-1890,1573-3319,1508,2.203,Q3,0.5,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
MUSIC PERCEPTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0730-7829,N/A,2104,2.184,Q3,2.33,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
LATERALITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357-650X,1464-0678,1234,2.167,Q3,0.47,"PSYCHOLOGY, EXPERIMENTAL - SSCI; PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, EXPERIMENTAL"
SOCIAL PSYCHOLOGY QUARTERLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0190-2725,1939-8999,4432,2.163,Q3,0.6,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360-2322,1468-3148,3545,2.162,Q3,0.9,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
ATTENTION PERCEPTION & PSYCHOPHYSICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943-3921,1943-393X,5968,2.157,Q3,0.67,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
INTERNATIONAL JOURNAL OF SEXUAL HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931-7611,1931-762X,837,2.152,Q3,0.64,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
INFANT MENTAL HEALTH JOURNAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0163-9641,1097-0355,2940,2.15,Q3,0.58,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0261-510X,2044-835X,3311,2.148,Q3,0.65,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
ETHICS & BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050-8422,1532-7019,1258,2.148,Q3,0.72,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1367-2223,1467-839X,1547,2.144,Q4,0.49,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
LANGUAGE ASSESSMENT QUARTERLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543-4303,1543-4311,987,2.143,Q3,1.37,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747-0218,1747-0226,7629,2.138,Q3,0.67,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
SCHOOL PSYCHOLOGY REVIEW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,2372-966X,3275,2.136,Q3,0.77,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
CLINICAL PSYCHOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328-4207,1742-9552,691,2.133,Q3,0.5,"PSYCHOLOGY - SCIE; PSYCHOLOGY, CLINICAL - SSCI",PSYCHOLOGY - SCIE
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0885-6222,1099-1077,2484,2.13,Q3,0.45,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0882-2689,1573-3505,4996,2.118,Q3,0.65,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076-9986,1935-1054,2872,2.116,Q2,0.74,"PSYCHOLOGY, MATHEMATICAL - SSCI","PSYCHOLOGY, MATHEMATICAL"
EARLY EDUCATION AND DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040-9289,1556-6935,3426,2.115,Q3,0.79,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
DEVELOPMENTAL NEUROPSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8756-5641,1532-6942,3747,2.113,Q3,0.58,"PSYCHOLOGY - SCIE; PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
AGING NEUROPSYCHOLOGY AND COGNITION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382-5585,1744-4128,1956,2.102,Q3,0.56,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0270-1367,2168-3824,5754,2.098,Q3,0.64,"PSYCHOLOGY - SCIE; PSYCHOLOGY, APPLIED - SSCI",PSYCHOLOGY - SCIE
JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0261-927X,1552-6526,2324,2.098,Q4,0.96,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2329-8456,2329-8464,2233,2.088,Q3,0.77,"PSYCHOLOGY - SCIE; PSYCHOLOGY, BIOLOGICAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359-1045,1461-7021,1846,2.087,Q3,0.61,"PSYCHOLOGY - SCIE; PSYCHOLOGY, CLINICAL - SSCI; PSYCHOLOGY, DEVELOPMENTAL - SSCI",PSYCHOLOGY - SCIE
INTERNATIONAL JOURNAL OF COGNITIVE THERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937-1209,1937-1217,991,2.069,Q3,0.4,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
DYSLEXIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076-9242,1099-0909,1263,2.066,Q3,0.9,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0020-7144,1744-5183,1111,2.056,Q3,0.45,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
SCHOOL PSYCHOLOGY INTERNATIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0143-0343,1461-7374,1875,2.056,Q3,0.7,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
PSYCHOLOGY OF LEARNING AND MOTIVATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0079-7421,N/A,2189,2.056,Q4,0.56,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0897-5264,1543-3382,4164,2.051,Q3,0.89,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
APPLIED NEUROPSYCHOLOGY-ADULT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327-9095,2327-9109,1499,2.05,Q4,0.64,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
CLINICAL EEG AND NEUROSCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550-0594,2169-5202,1528,2.046,Q4,0.48,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
CREATIVITY RESEARCH JOURNAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040-0419,1532-6934,3821,2.032,Q3,0.71,"PSYCHOLOGY, EDUCATIONAL - SSCI; PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, EDUCATIONAL"
INTERNATIONAL JOURNAL OF SPORTS SCIENCE & COACHING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747-9541,2048-397X,2406,2.029,Q3,0.52,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
JOURNAL OF GENERAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-1309,1940-0888,1663,2.014,Q3,0.48,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
MIND BRAIN AND EDUCATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751-2271,1751-228X,1063,2.013,Q4,0.81,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
ACTA PSYCHOLOGICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0001-6918,1873-6297,7711,1.984,Q4,0.56,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
VISION RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0042-6989,1878-5646,17192,1.984,Q4,0.64,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068-9583,1573-3572,1805,1.977,Q4,0.63,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614-1881,1614-2241,1291,1.975,Q3,0.53,"PSYCHOLOGY, MATHEMATICAL - SSCI","PSYCHOLOGY, MATHEMATICAL"
JOURNAL OF CLINICAL SPORT PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932-9261,1932-927X,782,1.968,Q4,0.52,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
ANUARIO DE PSICOLOGIA JURIDICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133-0740,2174-0542,187,1.958,Q3,1.47,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF RATIONAL-EMOTIVE AND COGNITIVE-BEHAVIOR THERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0894-9085,1573-6563,852,1.952,Q4,0.52,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF AGGRESSION MALTREATMENT & TRAUMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092-6771,1545-083X,2190,1.939,Q4,0.67,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
INTERNATIONAL JOURNAL FOR EDUCATIONAL AND VOCATIONAL GUIDANCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873-0388,1573-1782,527,1.928,Q4,0.73,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0091-4150,1541-3535,2366,1.926,Q4,0.59,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
LEARNING & BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543-4494,1543-4508,1042,1.926,Q3,0.57,"PSYCHOLOGY, BIOLOGICAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, BIOLOGICAL"
JOURNAL OF EARLY INTERVENTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053-8151,2154-3992,1148,1.925,Q3,0.84,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
PSYCHOLOGY IN THE SCHOOLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033-3085,1520-6807,4519,1.923,Q3,0.61,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
PSYCHOLOGY OF MUSIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0305-7356,1741-3087,2918,1.904,Q3,1.62,"PSYCHOLOGY, APPLIED - SSCI; PSYCHOLOGY, EDUCATIONAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, APPLIED"
JOURNAL OF ADULT DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068-0667,1573-3440,1213,1.9,Q4,0.58,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
COGNITIVE DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0885-2014,1879-226X,3191,1.897,Q4,0.67,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063-4266,1538-4799,1374,1.889,Q3,0.88,"PSYCHOLOGY, EDUCATIONAL - SSCI; PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, EDUCATIONAL"
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0954-0121,1360-0451,7934,1.887,Q3,0.61,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF PACIFIC RIM PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1834-4909,1834-4909,356,1.878,Q3,0.52,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF HUMANISTIC PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-1678,1552-650X,1480,1.874,Q3,0.59,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF CHILD SEXUAL ABUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053-8712,1547-0679,1904,1.872,Q4,0.62,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
ADAPTIVE BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059-7123,1741-2633,853,1.867,Q4,0.63,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0735-7028,1939-1323,4790,1.85,Q3,0.66,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
ARTS IN PSYCHOTHERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0197-4556,1873-5878,1905,1.847,Q4,0.67,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0736-7236,N/A,4686,1.844,Q4,0.57,"PSYCHOLOGY, CLINICAL - SSCI; PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF FAMILY THERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0163-4445,1467-6427,1094,1.836,Q4,0.5,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
LANGUAGE AND SPEECH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0023-8309,1756-6053,1917,1.835,Q4,0.82,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
EMERGING ADULTHOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167-6968,2167-6984,1439,1.83,Q4,0.64,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
FIRST LANGUAGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0142-7237,1740-2344,1171,1.828,Q4,1.27,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
APPLIED PSYCHOLINGUISTICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0142-7164,1469-1817,3506,1.828,Q4,0.82,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
NEW DIRECTIONS FOR CHILD AND ADOLESCENT DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534-8687,N/A,2062,1.811,Q4,0.66,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010-0652,1664-2910,670,1.808,Q4,0.35,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
EUROPEAN JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740-5629,1740-5610,2095,1.807,Q4,0.53,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
ASIAN AMERICAN JOURNAL OF PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948-1985,1948-1993,1020,1.797,Q3,0.67,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
PSYCHOLOGICAL REPORTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033-2941,1558-691X,8980,1.789,Q3,0.6,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
INFANT AND CHILD DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522-7227,1522-7219,2149,1.776,Q4,0.45,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF EXPERIMENTAL EDUCATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0973,1940-0683,2767,1.762,Q4,0.99,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355-3259,2044-8333,1027,1.756,Q3,1.41,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
PSYCHOLOGY CRIME & LAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068-316X,1477-2744,2042,1.752,Q3,1.02,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
EVOLUTIONARY PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474-7049,1474-7049,1535,1.738,Q4,0.43,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
SEXUAL AND RELATIONSHIP THERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468-1994,1468-1749,1130,1.733,Q4,0.46,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0021-8308,1468-5914,1652,1.733,Q4,0.52,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
BEHAVIOURAL PROCESSES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0376-6357,1872-8308,5971,1.729,Q4,0.69,"PSYCHOLOGY, BIOLOGICAL - SSCI","PSYCHOLOGY, BIOLOGICAL"
PSYCHOLOGICA BELGICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033-2879,0033-2879,718,1.717,Q3,0.39,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
DEVIANT BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0163-9625,1521-0456,2773,1.716,Q4,0.72,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
SOCIAL JUSTICE RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0885-7466,1573-6725,1618,1.7,Q4,0.66,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
PSICOLOGIA-REFLEXAO E CRITICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0102-7972,1678-7153,858,1.7,Q3,0.48,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
PERCEPTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0301-0066,1468-4233,5890,1.695,Q4,0.41,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
ECOLOGICAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040-7413,1532-6969,1181,1.688,Q4,0.63,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
EMPIRICAL STUDIES OF THE ARTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0276-2374,1541-4493,535,1.675,Q3,2.63,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618-3169,2190-5142,1507,1.667,Q4,0.4,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
EXPERIMENTAL AGING RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0361-073X,1096-4657,1464,1.652,Q4,0.45,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0306-624X,1552-6933,3114,1.645,Q4,0.63,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533-7731,1533-7731,503,1.643,Q4,0.39,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
