link,title,authors,journal,publication_year,id
10.1007/s10803-020-04512-5,Animal Assisted Therapy for Children and Adolescents with Autism Spectrum Disorder: Parent perspectives,"London, Maeve Doyle; Mackenzie, Lynette; Lovarini, Meryl; Dickson, Claire; Alvarez-Campos, Alberto",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2020,551
10.1016/j.cognition.2020.104390,Future thinking about social targets: The influence of prediction outcome on memory,"Frankenstein, Andrea N.; McCurdy, Matthew P.; Sklenar, Allison M.; Pandya, Rhiday; Szpunar, Karl K.; Leshikar, Eric D.",COGNITION,2020,552
10.1093/geronb/gbz017,The Impact of Spouse's Illness on Depressive Symptoms: The Roles of Spousal Caregiving and Marital Satisfaction,"Min, Joohong; Yorgason, Jeremy B.; Fast, Janet; Chudyk, Anna",JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2020,553
10.1007/s00787-020-01667-5,The combined self- and parent-rated SDQ score profile predicts care use and psychiatric diagnoses,"Vugteveen, Jorien; de Bildt, Annelies; Hartman, Catharina A.; Reijneveld, Sijmen A.; Timmerman, Marieke E.",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2021,554
10.1080/10926771.2019.1711279,"The Relationships of Distress Tolerance, Self-compassion to Posttraumatic Growth, the Mediating Role of Cognitive Fusion","Basharpoor, Sajjad; Mowlaie, Mehri; Sarafrazi, Leila",JOURNAL OF AGGRESSION MALTREATMENT & TRAUMA,2021,555
10.1017/S1041610220001465,Challenges of providing collaborative care for comorbid depression and hypertension in low resource settings in China,"Browning, Colette; Thomas, Shane",INTERNATIONAL PSYCHOGERIATRICS,2020,556
10.1080/17405629.2020.1794808,Could actions improve retrieval performance in 4-to 6-year-old children?,"Yang, Jing; Wang, Lijuan",EUROPEAN JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,2021,557
10.3389/fpsyg.2020.00116,The Effect of Salience on Chinese Pun Comprehension: A Visual World Paradigm Study,"Zheng, Wei; Wang, Yizhen; Wang, Xiaolu",FRONTIERS IN PSYCHOLOGY,2020,558
10.1007/s40750-020-00142-4,Introduction to the Special Edition: Intra-Sexual Selection and the Evolution of Male Facial Threat and Dominance Displays,"Dixson, Barnaby J. W.",ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2020,559
10.1017/S1352465819000420,Validation predicting premature drop-out from treatment provided in training clinics,"Howard, Kristen P.; Altenburger, Erin M.; Cheavens, Jennifer S.",BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,2020,560
10.1002/jmcd.12166,Race-Related Trauma,"Lau, Michael Y.; Jenkins, Kalesha",JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,2020,561
10.3758/s13414-020-02090-3,Learning of association between a context and multiple possible target locations in a contextual cueing paradigm,"Wang, Chao; Bai, Xuejun; Hui, Yabo; Song, Chen; Zhao, Guang; Haponenko, Hanna; Milliken, Bruce; Sun, Hong-jin",ATTENTION PERCEPTION & PSYCHOPHYSICS,2020,562
10.1159/000509910,Oxytocin Receptor Gene DNA Methylation: A Biomarker of Treatment Response in Obsessive-Compulsive Disorder?,"Schiele, Miriam A.; Thiel, Christiane; Kollert, Leonie; Furst, Lena; Putschin, Lisa; Kehle, Rebekka; Hauke, Walter; Mahr, Marina; Reinhold, Elena; Gottschalk, Michael G.; Heinrichs, Markus; Zaudig, Michael; Berberich, Gotz; Domschke, Katharina",PSYCHOTHERAPY AND PSYCHOSOMATICS,2020,563
10.1017/S1366728919000646,No L1 privilege in talker adaptation,"Bruggeman, Laurence; Cutler, Anne",BILINGUALISM-LANGUAGE AND COGNITION,2020,564
10.1037/drm0000126,Green and Dreams Can Facilitate Creativity,"Yu, Calvin Kai-Ching",DREAMING,2020,565
10.4102/sajip.v46i0.1811,Leadership challenges experienced by elite South African rugby coaches,"du Plooy, Kobus; Kruger, Pieter; Visagie, Jan",SA JOURNAL OF INDUSTRIAL PSYCHOLOGY,2020,566
10.1002/rrq.326,Building Lexical Representations With Nonverbal Supports,"Lawson-Adams, Jessica; Dickinson, David K.",READING RESEARCH QUARTERLY,2021,567
10.13109/prkk.2020.69.6.509,Gender Incongruence and Gender Dysphoria in Childhood and Adolescence: Current Developments and Challenges,"Romer, Georg; Sevecke, Kathrin",PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,2020,568
10.1016/j.psychsport.2020.101796,Confinement during Covid-19 outbreak modifies athletes' self-based goals,"Mascret, Nicolas",PSYCHOLOGY OF SPORT AND EXERCISE,2020,569
NA,Validation and Psychometric Properties of the Arabic Psychological Well-Being Post-Traumatic Changes Questionnaire,"Alghamdi, Mohammed; Joseph, Stephen; Hunt, Nigel",INTERNATIONAL JOURNAL OF PSYCHOLOGY AND PSYCHOLOGICAL THERAPY,2020,570
10.1007/s10591-020-09557-3,Was Bowen Correct? The Relationship Between Differentiation and Triangulation,"Willis, Kwin; Miller, Richard B.; Yorgason, Jeremy; Dyer, Justin",CONTEMPORARY FAMILY THERAPY,2021,571
10.1016/j.chiabu.2019.104041,A specialty court for US youth impacted by commercial sexual exploitation,"Bath, Eraka P.; Godoy, Sarah M.; Morris, Taylor C.; Hammond, Ivy; Mondal, Sangeeta; Goitom, Saron; Farabee, David; Barnert, Elizabeth S.",CHILD ABUSE & NEGLECT,2020,572
10.1017/S0954579419000063,"Development of aggressive-victims from childhood through adolescence: Associations with emotion dysregulation, withdrawn behaviors, moral disengagement, peer rejection, and friendships","Ettekal, Idean; Ladd, Gary W.",DEVELOPMENT AND PSYCHOPATHOLOGY,2020,573
10.1016/j.stueduc.2020.100860,Fair student assessment: A phenomenographic study on teachers' conceptions,"Javier Murillo, F.; Hidalgo, Nina",STUDIES IN EDUCATIONAL EVALUATION,2020,574
10.1016/j.chb.2020.106362,Does forgiveness alleviate depression after being phubbed for emerging adults? The mediating role of self-esteem,"Xie, Xiaochun; Tang, Xiangyun; Rapp, Hannah; Tong, Dandan; Wang, Pengcheng",COMPUTERS IN HUMAN BEHAVIOR,2020,575
10.25115/psye.v10i1.2826,Augmented Reality (AR) and Training Processes at the University: Descriptive Study of New Applications for the Development of Digital Competences,"Vazquez-Cano, Esteban; Gomez-Galan, Jose; Burgos-videla, Carmen Gloria; Lopez-Meneses, Eloy",PSYCHOLOGY SOCIETY & EDUCATION,2020,576
10.1080/23279095.2018.1488715,Cognitive impairment in psychiatric patients in the United Arab Emirates,"Hamid, Abdalla A. R. M.; Darweesh, Abdel Hameed M.",APPLIED NEUROPSYCHOLOGY-ADULT,2020,577
10.1007/s11211-020-00355-8,"Counterintuitive Effects of Individualistic Diversity Discourse on ""Generation Bataclan""","Iatridis, Tilemachos",SOCIAL JUSTICE RESEARCH,2020,578
10.1177/0002764220945357,"Politicians, Social Media, and Digital Publics: Old Rights, New Terrain","Sobieraj, Sarah; Masullo, Gina M.; Cohen, Philip N.; Gillespie, Tarleton; Jackson, Sarah J.",AMERICAN BEHAVIORAL SCIENTIST,2020,579
10.13109/prkk.2020.69.6.554,Mental Stress and Health-Related Quality of Life in Adolescents with Gender Dysphoria,"Wiech, Matthias; Kutlar, Cemre; Guenthard, Manuela; Schenker, Tanja; Pauli, Dagmar; Moeller, Birgit",PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,2020,580
10.1037/com0000197,Distinct Perceptuomotor Features of Percussive Tooling in Humans (Homo sapiens) and Wild Bearded Capuchin Monkeys (Sapajus libidinosus),"Mangalam, Madhur; Roles, Lindsey K. R.; Fragaszy, Dorothy M.",JOURNAL OF COMPARATIVE PSYCHOLOGY,2020,581
10.1177/0084672420926262,Validation of the Apperception Test God Representations: An implicit measure to assess attachment to God representations. Associations with explicit attachment to God measures and with implicit and explicit measures of distress,"Stulp, Henk P.; Koelen, Jurrijn; Glas, Gerrit G.; Eurelings-Bontekoe, Liesbeth",ARCHIVE FOR THE PSYCHOLOGY OF RELIGION-ARCHIV FUR RELIGIONSPSYCHOLOGIE,2020,582
10.3389/fpsyg.2019.02915,Eye Movements in Real-World Scene Photographs: General Characteristics and Effects of Viewing Task,"Cronin, Deborah A.; Hall, Elizabeth H.; Goold, Jessica E.; Hayes, Taylor R.; Henderson, John M.",FRONTIERS IN PSYCHOLOGY,2020,583
10.1007/s10826-019-01596-1,Association of Foster Care and its Duration with Clinical Symptoms and Impairment: Foster Care versus Non-Foster Care Comparisons with Spanish Children,"Navarro-Soria, Ignasi; Servera, Mateu; Burns, G. Leonard",JOURNAL OF CHILD AND FAMILY STUDIES,2020,584
10.1007/s12310-019-09336-y,The Relationship Between School Violence-Related Stress and Quality of Life in School Teachers Through Coping Self-Efficacy and Job Satisfaction,"Won, Sung-Doo; Chang, Eun Jin",SCHOOL MENTAL HEALTH,2020,585
10.3758/s13420-019-00397-2,Animal procrastination: Pigeons choose to defer experiencing an aversive gap or a peck requirement,"Zentall, Thomas R.; Peng, Daniel; House, Dalton; Halloran, Megan",LEARNING & BEHAVIOR,2020,586
10.1027/1864-9335/a000412,Self-Regulatory Aspects of Bullshitting and Bullshit Detection,"Petrocelli, John, V; Watson, Haley F.; Hirt, Edward R.",SOCIAL PSYCHOLOGY,2020,587
10.3389/fnhum.2020.00328,Degeneracy and Complexity in Neuro-Behavioral Correlates of Team Coordination,"Dodel, Silke; Tognoli, Emmanuelle; Kelso, J. A. Scott",FRONTIERS IN HUMAN NEUROSCIENCE,2020,588
10.1111/joop.12325,Good apples in good barrels: Conscientious people are more responsive to code enforcement,"Slaughter, Jerel E.; Cooper, Dylan A.; Gilliland, Stephen W.",JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,2020,589
NA,Dynamics of the line of vision and memorizing of events,"Kaverina, M. Yu; Krotkova, O. A.; Danilov, G. Y.",VOPROSY PSIKHOLOGII,2020,590
10.23923/j.rips.2020.02.039,Generalization of the internal consistency of the Historical-Clinical-Risk Management-20 (HCR-20) in prison sample: A meta-analysis,"Prieto-Macias, Pablo; Guillen-Riquelme, Alejandro; Quevedo-Blasco, Raul",REVISTA IBEROAMERICANA DE PSICOLOGIA Y SALUD,2020,591
10.1080/13811118.2020.1729914,Assessment of Psychological Pain in Clinical and Non-Clinical Samples: A Preliminary Investigation Using the Psychic Pain Scale,"Lewis, Katie C.; Good, Evan W.; Tillman, Jane G.; Hopwood, Christopher J.",ARCHIVES OF SUICIDE RESEARCH,2021,592
10.1007/s12207-020-09374-x,Comparison of Clinical Psychologist and Physician Beliefs and Practices Concerning Malingering: Results from a Mixed Methods Study,"Aita, Stephen L.; Borgogna, Nicholas C.; Aita, Lilah J.; Ogden, Melissa L.; Hill, Benjamin D.",PSYCHOLOGICAL INJURY & LAW,2020,593
10.3390/bs10080123,Better to Be Alone than in Bad Company: Cognate Synonyms Impair Word Learning,"Anton, Eneko; Dunabeitia, Jon Andoni",BEHAVIORAL SCIENCES,2020,594
10.1017/S0033291719000187,Anterior hippocampal volume predicts affect-focused psychotherapy outcome,"Suarez-Jimenez, Benjamin; Zhu, Xi; Lazarov, Amit; Mann, J. John; Schneier, Franklin; Gerber, Andrew; Barber, Jacques P.; Chambless, Dianne L.; Neria, Yuval; Milrod, Barbara; Markowit, John C.",PSYCHOLOGICAL MEDICINE,2020,595
10.1177/0956797619900321,What We Owe to Family: The Impact of Special Obligations on Moral Judgment,"McManus, Ryan M.; Kleiman-Weiner, Max; Young, Liane",PSYCHOLOGICAL SCIENCE,2020,596
10.3389/fpsyg.2020.00834,The Impact of Adverse Childhood Experiences on Mobile Phone Addiction in Chinese College Students: A Serial Multiple Mediator Model,"Li, Wenfu; Zhang, Xueting; Chu, Minghui; Li, Gongying",FRONTIERS IN PSYCHOLOGY,2020,597
10.1111/bjhp.12418,An oral history of health psychology in the UK,"Quinn, Francis; Chater, Angel; Morrison, Val",BRITISH JOURNAL OF HEALTH PSYCHOLOGY,2020,598
10.1080/13803395.2020.1726293,Affective and cognitive theory of mind in Alzheimer's disease: The role of executive functions,"Chainay, Hanna; Gaubert, Fanny",JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,2020,599
10.1111/bjso.12405,'calling-out' vs. 'calling-in' prejudice: Confrontation style affects inferred motive and expected outcomes,"Woods, Freya A.; Ruscher, Janet B.",BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,2021,600
